show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_number,duration_type,year_added,duration_num,content_length_category,original_vs_licensed,duration_int
s2442,Movie,What'S Up?,Izidore K. Musallam,"Hisham Abdulrahman, Turki Al-Yusuf, Mais Hamdan, Khaled Sami, Mishal Al-Mutairi, Hind Muhamed","Saudi Arabia, United Arab Emirates",2020-06-02,2006-01-01,TV-PG,95 min,"Comedies, Dramas, International Movies","flirting with modernity, a young woman must keep her new romance a secret from her conservative brother, who plans to keep her in line with tradition.",95.0,min,2020.0,95.0,Medium Movie,Licensed,95.0
s2443,Movie,X Large,Sherif Arafa,"Ahmed Helmy, Donia Samir Ghanim, Ibrahim Nasr, Yasmin Raeis, Saeed Tarabeek",Egypt,2020-06-02,2011-01-01,TV-14,135 min,"Comedies, International Movies, Romantic Movies","after he is rejected by the woman he loves and obesity-related issues kill his uncle, a lonely, overweight artist undergoes a major transformation.",135.0,min,2020.0,135.0,Long Movie,Licensed,135.0
s2444,Movie,122,Yasir Al Yasiri,"Amina Khalil, Ahmed Dawood, Tarek Lotfy, Ahmed El Fishawy, Mahmoud Hijazi, Jihane Khalil, Asmaa Galal, Tara Emad",Egypt,2020-06-01,2019-01-01,TV-MA,95 min,"Horror Movies, International Movies","after an awful accident, a couple admitted to a grisly hospital are separated and must find each other to escape — before death finds them.",95.0,min,2020.0,95.0,Medium Movie,Licensed,95.0
s2445,Tv Show,Cardcaptor Sakura,Unknown,"Miwa Matsumoto, Motoko Kumai, Nozomu Sasaki, Hideyuki Tanaka, Junko Iwao, Emi Motoi, Yukana, Aya Hisakawa, Katsuyuki Konishi, Emi Shinohara, Sakura Tange, Ryoka Yuzuki, Minako Kotobuki, Yumi Toma, Natsuki Hanae, Issei Miyazaki, Tomokazu Seki, Kazuo Hayashi, Masaya Onosaka, Minori Suzuki, Megumi Ogata",Japan,2020-06-01,1999-01-01,TV-Y7,2 seasons,"Anime Series, International Tv Shows","after a young girl breaks the seal of a magical book, releasing the spirits of the cards inside, she must become a ""cardcaptor"" and retrieve them.",2.0,season,2020.0,2.0,Multi Season Show,Licensed,2.0
s2446,Movie,Chippa,Safdar Rahman,"Sunny Pawar, Chandan Roy Sanyal, Gautam Sarkar, Sumeet Thakur, Mala Mukherjee, Masood Akhtar, Veer Rajwant Singh, Joyraj Bhattacharya",India,2020-06-01,2020-01-01,TV-14,92 min,"Comedies, Dramas, Independent Movies","at midnight on his 10th birthday, a boy scours the lesser-known kolkata streets in search of a father he’s never met, carrying a letter he can’t read.",92.0,min,2020.0,92.0,Medium Movie,Original,92.0
s2447,Movie,Cook Off,Tomas Brickhill,"Tendaiishe Chitima, Tendai Nguni, Jesese Mungoshi, Eddie Sandifolo, Charmaine Mujeri, Kudzai Sevenzo, Fungai Majaya, Eugene Zimbudzi, Chimwemwe Chipidza, Kevin Hanssen, Zihlo, Michael Kudakwashe",Zimbabwe,2020-06-01,2017-01-01,TV-G,100 min,"Comedies, International Movies, Romantic Movies","yearning for a better life, a single mother with a passion for cooking gets a shot at greatness when her son enters her into a top reality cooking show.",100.0,min,2020.0,100.0,Medium Movie,Licensed,100.0
s2448,Tv Show,Dear My Friends,Unknown,"Shin Gu, Kim Yeong-Ok, Kim Hye-Ja, Na Mun-Hee, Ju Hyun, Youn Yuh-Jung, Park Won-Suk, Go Du-Sim, Ko Hyun-Jung",South Korea,2020-06-01,2016-01-01,TV-MA,1 season,"International Tv Shows, Korean Tv Shows, Tv Dramas",life is ever-delightful — and ever-challenging — for a group of friends in their twilight years as they rediscover themselves through love and family.,1.0,season,2020.0,1.0,Single Season Show,Licensed,1.0
s2449,Movie,Kalek Shanab,Hani Al-Shaibani,"Saad Abdullah, Mohamed Alkendi, Ammar Rahma, Maria Khan, Msabeh Bin Hashim, Hani Abd Al Ghani, Zayed Mohammed Mahmoud, Khaled Abdullah",United Arab Emirates,2020-06-01,2019-01-01,TV-PG,80 min,"Comedies, International Movies","after a wild night of partying on the town, three buddies wake up to discover they've caused a whole mess of trouble — but can't remember how.",80.0,min,2020.0,80.0,Medium Movie,Licensed,80.0
s2450,Tv Show,Megalobox,Unknown,"Yoshimasa Hosoya, Shiro Saito, Hiroki Yasumoto, Nanako Mori, Michiyo Murase, Hiroyuki Kinoshita",Japan,2020-06-01,2018-01-01,TV-MA,1 season,"Anime Series, International Tv Shows","created for the 50th anniversary of manga ""ashita no joe,"" mechanized human fighters known as megalo boxers battle each other for boxing supremacy.",1.0,season,2020.0,1.0,Single Season Show,Licensed,1.0
s2451,Tv Show,Midnight Diner,Unknown,"Kaoru Kobayashi, Toshiki Ayata, Mansaku Fuwa, Yutaka Matsushige, Ken Mitsuishi, Shohei Uno, Takashi Yamanaka, Kiyofumi Kaneko, Risa Sudou, Asako Kobayashi, Nahoko Yoshimoto, Joe Odagiri",Japan,2020-06-01,2014-01-01,TV-MA,3 seasons,"International Tv Shows, Tv Dramas","a scarred man operates a midnight diner in the backstreets of shinjuku. no one knows his name or his story, but his customers each bring him theirs.",3.0,season,2020.0,3.0,Multi Season Show,Licensed,3.0
s2452,Movie,Mirai,Mamoru Hosoda,"Moka Kamishiraishi, Haru Kuroki, Gen Hoshino, Kumiko Aso, Mitsuo Yoshihara, Yoshiko Miyazaki, Koji Yakusho, Masaharu Fukuyama","Japan, United States",2020-06-01,2018-01-01,PG,98 min,"Action & Adventure, Anime Features, Children & Family Movies","unhappy after his new baby sister displaces him, four-year-old kun begins meeting people and pets from his family's history in their unique house.",98.0,min,2020.0,98.0,Medium Movie,Licensed,98.0
s2453,Tv Show,My Shy Boss,Unknown,"Yeon Woo-Jin, Park Hye-Su, Yoon Bak, Gong Seung-Yeon",South Korea,2020-06-01,2017-01-01,TV-MA,1 season,"International Tv Shows, Korean Tv Shows, Romantic Tv Shows",the isolated life of an extreme introvert is thrown out of order when his company hires a new employee: a cheery extrovert who's not all she seems.,1.0,season,2020.0,1.0,Single Season Show,Licensed,1.0
s2454,Tv Show,Revolutionary Love,Unknown,"Choi Si-Won, Kang So-Ra, Gong Myoung",South Korea,2020-06-01,2017-01-01,TV-MA,1 season,"International Tv Shows, Korean Tv Shows, Romantic Tv Shows",a third-generation chaebol falls in love with a woman who opens his eyes to the struggles of the working class and inspires him to make a difference.,1.0,season,2020.0,1.0,Single Season Show,Licensed,1.0
s2455,Movie,The Disaster Artist,James Franco,"James Franco, Dave Franco, Seth Rogen, Josh Hutcherson, Ari Graynor, Alison Brie, Jacki Weaver, Zac Efron, Hannibal Buress, Jason Mantzoukas, Nathan Fielder, Paul Scheer, Megan Mullally, Sharon Stone, Tommy Wiseau",United States,2020-06-01,2017-01-01,R,104 min,"Comedies, Dramas","aspiring actor greg moves to los angeles with his strange friend tommy, then agrees to star in his movie. things start weird and get a lot weirder.",104.0,min,2020.0,104.0,Medium Movie,Licensed,104.0
s2456,Movie,The Stolen,Niall Johnson,"Alice Eve, Jack Davenport, Graham Mctavish, Stan Walker, Richard O'Brien, Cohen Holloway, Stig Eldred, Emily Corcoran, Gillian Macgregor, Mikaela Ruegg","United Kingdom, Germany, United Arab Emirates, New Zealand",2020-06-01,2016-01-01,TV-14,98 min,Dramas,a well-to-do british woman must venture into new zealand's wild and dangerous unknown when her baby son is kidnapped and held for ransom.,98.0,min,2020.0,98.0,Medium Movie,Licensed,98.0
s2457,Movie,High Strung Free Dance,Michael Damian,"Juliet Doherty, Thomas Doherty, Jane Seymour, Harry Jarvis, Joshua Sinclair-Evans, Ace Bhatti, Desmond Richardson, Kika Markham","Romania, United States",2020-05-31,2019-01-01,TV-14,104 min,"Dramas, Music & Musicals, Romantic Movies",a choreographer casts a contemporary dancer and a gifted pianist for a highly anticipated broadway show as internal drama tries to steal the spotlight.,104.0,min,2020.0,104.0,Medium Movie,Licensed,104.0
s2458,Movie,Freej Al Taibeen,Ahmed Zain,"Ali Al Shehhi, Huda Al Ghanim, Muhammed Murshed, Yaser Alneyadi, Khaled Al-Nuaimi, Nasser Al-Dhahnani, Nawal Chamoun, Iman Husein",United Arab Emirates,2020-05-29,2018-01-01,TV-PG,99 min,"Comedies, Dramas, International Movies","local rivals gear up to compete in a traditional game that tests their physical strength and endurance, but complications disrupt their training.",99.0,min,2020.0,99.0,Medium Movie,Licensed,99.0
s2459,Movie,Kenny Sebastian: The Most Interesting Person In The Room,Angshuman Ghosh,Kenny Sebastian,India,2020-05-29,2020-01-01,TV-MA,68 min,Stand-Up Comedy,"fusing his musical and stand-up chops, kenny sebastian gets analytical about frumpy footwear, flightless birds and his fear of not being funny enough.",68.0,min,2020.0,68.0,Medium Movie,Original,68.0
s2460,Tv Show,Space Force,Unknown,"Steve Carell, John Malkovich, Ben Schwartz, Diana Silvers, Tawny Newsome, Jimmy O. Yang, Don Lake, Lisa Kudrow, Fred Willard, Spencer House, Owen Daniels, Hector Duran, Chris Gethard, Aparna Nancherla",United States,2020-05-29,2020-01-01,TV-MA,1 season,Tv Comedies,a four-star general begrudgingly teams up with an eccentric scientist to get the u.s. military's newest agency — space force — ready for lift-off.,1.0,season,2020.0,1.0,Single Season Show,Original,1.0
s2461,Movie,The Other,Youssef Chahine,"Nabila Ebeid, Mahmoud Hemeida, Hanan Turk, Hani Salama, Lebleba, Hassan Abdel Hamid, Ezzat Abou Aouf, Ahmed Fouad Selim, Amr Saad, Ahmad Wafiq","France, Egypt",2020-05-29,1999-01-01,TV-MA,106 min,"Dramas, International Movies, Romantic Movies","when a graduate student elopes with a plucky reporter, his wealthy, possessive mother connives with his militant brother-in-law to wreck the union.",106.0,min,2020.0,106.0,Medium Movie,Licensed,106.0
s2462,Tv Show,"Can'T Cope, Won'T Cope",Unknown,"Seána Kerslake, Nika Mcguigan, Sheila Moylette, Muiris Crowley, Steve Blount, Amy Huberman, Laurence O'Fuarain, Seán Óg Cairns, Hannah Sheehan, Peter Campion",Ireland,2020-05-28,2018-01-01,TV-MA,2 seasons,"Tv Comedies, Tv Dramas","in dublin, friends aisling and danielle must come to terms with adulthood when their millennial hijinks and hangovers begin to wear off.",2.0,season,2020.0,2.0,Multi Season Show,Licensed,2.0
s2463,Tv Show,Dorohedoro,Unknown,"Wataru Takagi, Reina Kondo, Kenyu Horiuchi, Yoshimasa Hosoya, Yu Kobayashi, Kengo Takanashi, Miyu Tomita, Toru Nara, Mitsuhiro Ichiki, Hisao Egawa, Soungdok, Mayu Udono, Anri Katsu, Shinichiro Miki, Hozumi Goda, Tetsu Inada, Takuma Terashima, Ryohei Kimura, Yuki Kaji",Japan,2020-05-28,2020-01-01,TV-MA,1 season,"Anime Series, International Tv Shows","amnesiac caiman seeks to undo his lizard head curse by killing the sorcerer responsible, with his friend nikaido's help. in the hole, that's a threat.",1.0,season,2020.0,1.0,Single Season Show,Original,1.0
s2464,Movie,Grandmother'S Farm,Ahmed Zein,"Saeed Al-Sheryani, Yaser Alneyadi, Khaled Al-Nuaimi, Abdullah Al Hamiri, Abdullah Al-Ramsi, Muhammed Murshed, Meera Ali, Am Rashed, Amal Mohammed, Aisha Al Suwaidi",United Arab Emirates,2020-05-28,2014-01-01,TV-14,71 min,"Comedies, Horror Movies, International Movies",a guys' getaway to an isolated farm in the desert goes from fun to frightening when a mysterious guest crashes the party.,71.0,min,2020.0,71.0,Medium Movie,Licensed,71.0
s2465,Movie,Grandmother'S Farm Part 2,Ahmed Zein,"Mansour Al Felei, Saeed Al-Sheryani, Yaser Alneyadi, Khaled Al-Nuaimi, Abdullah Al Hamiri, Abdullah Al-Ramsi, Salama Almazrouei, Am Rashed, Aisha Al Suwaidi, Muhammed Murshed",United Arab Emirates,2020-05-28,2015-01-01,TV-14,80 min,"Comedies, Horror Movies, International Movies","after their haunting experience on a desert farm, a group of buddies escapes on a faraway getaway to seaside fujairah — and right into more terror.",80.0,min,2020.0,80.0,Medium Movie,Licensed,80.0
s2466,Movie,Intuition,Alejandro Montiel,"Luisana Lopilato, Joaquín Furriel, Rafael Ferro, Maite Lanata, Juan Manuel Guilera, Abel Ayala, Sebastián Mogordoy, Delfina Chaves, Marita Ballesteros, Miriam Odorico",Argentina,2020-05-28,2020-01-01,TV-MA,116 min,"Dramas, International Movies, Thrillers","police officer pipa works on her first big case while simultaneously investigating her boss, who is suspected of murder. the prequel to ""perdida"".",116.0,min,2020.0,116.0,Medium Movie,Original,116.0
s2467,Tv Show,Mako Mermaids: An H2O Adventure,Unknown,"Lucy Fry, Ivy Latimer, Amy Ruffle, Chai Romruen, Isabel Durant, Allie Bertram, Linda Ngo, Gemma Forsyth, Dominic Deutscher, Kerith Atkinson, Rowan Hills, Brooke Nichole Lee",Australia,2020-05-28,2016-01-01,TV-G,4 seasons,"Kids' Tv, Tv Comedies","this ""h2o"" sequel follows zac, a boy who accidentally turns into a merman and threatens the existence of three young mermaids who guard mako island.",4.0,season,2020.0,4.0,Multi Season Show,Licensed,4.0
s2468,Movie,I'M No Longer Here,Fernando Frías De La Parra,"Juan Daniel García, Angelina Chen, Jonathan Espinoza, Coral Puente, Tania Alvarado, Fanny Tovar, Luis Leonardo Zapata, Yahir Alday, Leonardo Garza, Yocelin Coronado, Deyanira Coronado","Mexico, United States",2020-05-27,2019-01-01,TV-MA,112 min,"Dramas, Independent Movies, International Movies","a terrible misunderstanding with a local gang sends 17-year-old ulises, leader of a group hooked on cumbia music, across the border to save his life.",112.0,min,2020.0,112.0,Medium Movie,Licensed,112.0
s2469,Movie,Hannah Gadsby: Douglas,Madeleine Parry,Hannah Gadsby,Australia,2020-05-26,2020-01-01,TV-MA,73 min,Stand-Up Comedy,"hannah gadsby returns for her second special and digs deep into the complexities of popularity, identity and her most unusual dog park encounter.",73.0,min,2020.0,73.0,Medium Movie,Original,73.0
s2470,Movie,Ne Zha,Yu Yang,"Lü Yanting, Joseph, Han Mo, Chen Hao, Lü Qi, Zhang Jiaming, Yang Wei",China,2020-05-25,2019-01-01,TV-14,110 min,"Action & Adventure, Comedies, International Movies","bound by a divine mandate, rebellious outcast ne zha grapples with his formidable powers and a destiny that would imperil his loved ones.",110.0,min,2020.0,110.0,Medium Movie,Licensed,110.0
s2471,Tv Show,Supergirl,Jesse Warn,"Melissa Benoist, Mehcad Brooks, Chyler Leigh, Jeremy Jordan, David Harewood, Calista Flockhart, Emma Tremblay, Adrian Pasdar, Katie Mcgrath, David St. Louis, Odette Annable, Floriana Lima, Erica Durance",United States,2020-05-25,2019-01-01,TV-14,5 seasons,"Tv Action & Adventure, Tv Sci-Fi & Fantasy","to avert a disaster, kara danvers reveals her powers and true identity: she is superman's cousin, now known as supergirl, protector of national city.",5.0,season,2020.0,5.0,Multi Season Show,Licensed,5.0
s2472,Movie,Uncut Gems,"Josh Safdie, Benny Safdie","Adam Sandler, Lakeith Stanfield, Kevin Garnett, Julia Fox, Idina Menzel, Eric Bogosian, Judd Hirsch, Abel Tesfaye",United States,2020-05-25,2019-01-01,R,135 min,"Dramas, Thrillers","with his debts mounting and angry collectors closing in, a fast-talking new york city jeweler risks everything in hopes of staying afloat and alive.",135.0,min,2020.0,135.0,Long Movie,Licensed,135.0
s2473,Tv Show,Betaal,Unknown,"Viineet Kumar, Aahana Kumra, Suchitra Pillai, Jatin Goswami, Siddharth Menon, Manjiri Pupala, Yashwant Wasnik, Savita Bajaj, Jitendra Joshi, Syna Anand",India,2020-05-24,2020-01-01,TV-MA,1 season,"International Tv Shows, Tv Action & Adventure, Tv Horror","hired to displace tribal villagers to make way for a new highway, officials unearth an old curse and an army of british soldier-zombies.",1.0,season,2020.0,1.0,Single Season Show,Original,1.0
s2474,Tv Show,Dynasty,Unknown,"Elizabeth Gillies, Nathalie Kelley, Grant Show, James Mackay, Rafael De La Fuente, Alan Dale, Sam Adegoke, Robert Christopher Riley",United States,2020-05-23,2019-01-01,TV-14,3 seasons,Tv Dramas,the carringtons and the colbys feud for control over their fortune – and their children – in this updated reboot of the classic prime-time soap.,3.0,season,2020.0,3.0,Multi Season Show,Licensed,3.0
s2475,Movie,One Day We'Ll Talk About Today,Angga Dwimas Sasongko,"Rachel Amanda, Rio Dewanto, Shelia Dara, Donny Damara, Susan Bachtiar, Oka Antara, Niken Anjani, Ardhito Pramono",Indonesia,2020-05-23,2020-01-01,TV-G,128 min,"Dramas, International Movies","harboring a deep secret, a seemingly happy family confronts the trauma of years past as a clash between generations threatens to separate them.",128.0,min,2020.0,128.0,Long Movie,Original,128.0
s2476,Movie,Si Doel The Movie 3,Rano Karno,"Rano Karno, Cornelia Agatha, Maudy Koesnaedi, Suty Karno, Mandra Naih, Aminah Tjendrakasih, Rey Bong, Akhmad Zulhoir Mardia",Indonesia,2020-05-23,2020-01-01,TV-G,93 min,"Dramas, International Movies, Music & Musicals","torn between reuniting with one family and leaving another behind, doel must choose between the two women he loves.",93.0,min,2020.0,93.0,Medium Movie,Original,93.0
s2477,Tv Show,History 101,Unknown,Unknown,United Kingdom,2020-05-22,2020-01-01,TV-14,1 season,"British Tv Shows, Docuseries, International Tv Shows","infographics and archival footage deliver bite-size history lessons on scientific breakthroughs, social movements and world-changing discoveries.",1.0,season,2020.0,1.0,Single Season Show,Original,1.0
s2478,Movie,Living In Bondage: Breaking Free,Ramsey Nouah,"Swanky Jka, Kenneth Okonkwo, Ramsey Nouah, Enyinna Nwigwe, Nancy Isime, Shawn Faqua, Munachi Abii, Zulu Adigwe",Nigeria,2020-05-22,2019-01-01,TV-MA,149 min,"Horror Movies, International Movies, Thrillers","mentored by an enigmatic tycoon, an ambitious young man faces a crisis when his rise in power draws him deep into the occult.",149.0,min,2020.0,149.0,Long Movie,Licensed,149.0
s2479,Movie,Modest Heroes: Ponoc Short Films Theatre,"Hiromasa Yonebayashi, Yoshiyuki Momose, Akihiko Yamashita","Fumino Kimura, Rio Suzuki, Machiko Ono, Sota Shinohara, Kentaro Sakaguchi, Joe Odagiri, Min Tanaka",Japan,2020-05-22,2018-01-01,PG,54 min,"Anime Features, Children & Family Movies",two underwater siblings surviving on their own. a boy with a serious egg allergy. a man invisible to the rest of society. three short animated tales.,54.0,min,2020.0,54.0,Short Movie,Licensed,54.0
s2480,Movie,The Lovebirds,Michael Showalter,"Issa Rae, Kumail Nanjiani, Paul Sparks, Anna Camp, Kyle Bornheimer, Nicholas X. Parsons, Andrene Ward-Hammond, Catherine Cohen, Barry Rothbart",United States,2020-05-22,2020-01-01,R,87 min,"Action & Adventure, Comedies, Romantic Movies","when a couple in the fast lane to splitsville accidentally careens into a murder, they take off on a wild race to find the killer and clear their names.",87.0,min,2020.0,87.0,Medium Movie,Original,87.0
s2481,Tv Show,Trailer Park Boys: The Animated Series,"Norm Hiscock, Gary Howsam, Mike Smith, John Paul Tremblay, Robb Wells","Mike Smith, John Paul Tremblay, Robb Wells, John Dunsworth, Pat Roach, Cory Bowles, Jacob Rolfe, Tyrone Parsons, Sarah Dunsworth, Jeanna Harrison, Marguerite Mcneil",Canada,2020-05-22,2020-01-01,TV-MA,2 seasons,Tv Comedies,"nova scotia’s favorite miscreants have always been super sketchy. now, carrying on from the season 12 finale, the boys have become complete cartoons.",2.0,season,2020.0,2.0,Multi Season Show,Original,2.0
s2482,Movie,#Friendbutmarried,Rako Prijanto,"Adipati Dolken, Vanesha Prescilla, Rendi Jhon, Beby Tsabina, Denira Wiraguna, Refal Hady, Diandra Agatha, Sari Nila",Indonesia,2020-05-21,2018-01-01,TV-G,102 min,"Dramas, International Movies, Romantic Movies","pining for his high school crush for years, a young man puts up his best efforts to move out of the friend zone until she reveals she's getting married.",102.0,min,2020.0,102.0,Medium Movie,Licensed,102.0
s2483,Movie,Bye Bye London,Almunsif Alsuwaisi,"Abdulhussain Abdulredah, Ghanem Al-Saleh, Mariam Al-Ghadban, Dawood Hussain, Entesar Alsharah, Mohamed Gaber",Kuwait,2020-05-21,1981-01-01,TV-14,177 min,"Comedies, Dramas, International Movies","in this satirical play, a wealthy kuwaiti businessman travels to london for pleasure and encounters a host of eccentric characters.",177.0,min,2020.0,177.0,Long Movie,Licensed,177.0
s2484,Movie,Fifty Year Old Teenager,Fouad Al Shatti,"Abdulhussain Abdulredah, Haifaa Adel, Dawood Hussain, Mohamed Gaber",Unknown,2020-05-21,1996-01-01,TV-14,204 min,"Comedies, International Movies",the life of a married 50-year-old doctor turns topsy-turvy when he falls in love with a younger woman and begins to act like a teenager.,204.0,min,2020.0,204.0,Long Movie,Licensed,204.0
s2485,Movie,Lock Your Girls In,Fouad El-Mohandes,"Fouad El-Mohandes, Sanaa Younes, Sherihan, Ahmed Rateb, Ijlal Zaki, Zakariya Mowafi",Unknown,2020-05-21,1982-01-01,TV-PG,233 min,"Comedies, International Movies, Romantic Movies",a widower believes he must marry off his three problematic daughters before he can pursue his real goal of marrying his secret love.,233.0,min,2020.0,233.0,Long Movie,Licensed,233.0
s2486,Movie,Mujeres Arriba,Andrés Feddersen,"Loretto Bernal, Natalia Valdebenito, Alison Mandel, Matías Assler, Cristián Riquelme, Diego Casanueva, Samuel González, Consuelo Holzapfel, Esteban Rojas, Amanda Müller",Chile,2020-05-21,2019-01-01,TV-14,98 min,"Comedies, International Movies, Romantic Movies","a trio of best friends — a carefree bachelorette, a passionate mom and a perfectionist girlfriend — try to spice up their sex lives with their partners.",98.0,min,2020.0,98.0,Medium Movie,Licensed,98.0
s2487,Tv Show,Mystic Pop-Up Bar,Unknown,"Hwang Jung-Eum, Yook Sung-Jae, Choi Won-Young, Lee Jun-Hyeok, Jeong Da-Eun, Na In-Woo, Yeom Hye-Ran, Park Eun-Hye, Park Si-Eun, Song Geon-Hee, Kim Hee-Jung, Ahn Tae-Hwan",South Korea,2020-05-21,2020-01-01,TV-MA,1 season,"International Tv Shows, Korean Tv Shows, Tv Comedies",a young man with a unique ability begins working for a centuries-old bar owner who resolves her customers' emotional troubles by entering their dreams.,1.0,season,2020.0,1.0,Single Season Show,Original,1.0
s2488,Movie,No Longer Kids,Samir Al Asfory,"Said Saleh, Hassan Moustafa, Ahmed Zaki, Younes Shalabi, Nadia Shukri, Karima Mokhtar",Egypt,2020-05-21,1979-01-01,TV-14,237 min,"Comedies, Dramas, International Movies","hoping to prevent their father from skipping town with his mistress, four rowdy siblings resort to absurd measures to stop him.",237.0,min,2020.0,237.0,Long Movie,Licensed,237.0
s2489,Movie,Raya And Sakina,Hussein Kamal,"Suhair El-Babili, Shadia, Abdel Moneim Madbouly, Ahmed Bedir",Unknown,2020-05-21,1984-01-01,TV-14,230 min,"Comedies, Dramas, International Movies","when robberies and murders targeting women sweep early 20th-century egypt, the hunt for suspects leads to two shadowy sisters. based on a true story.",230.0,min,2020.0,230.0,Long Movie,Licensed,230.0
s2490,Movie,Sayed The Servant,Hussein Kamal,"Adel Imam, Omar El-Hariri, Raja Al-Jeddawi, Mostafa Mitwali, Moshira Ismail, Badr Nofal",Unknown,2020-05-21,1985-01-01,TV-14,173 min,"Comedies, International Movies","while running from the law, sayed begins to work as a house servant to a wealthy family, whose divorced daughter enlists his help in a marriage scheme.",173.0,min,2020.0,173.0,Long Movie,Licensed,173.0
s2491,Movie,The Married Couples,Hassan Abdulsalam,"Samir Ghanem, George Sidhum, Sherine, Nagah El-Mogui",Egypt,2020-05-21,1981-01-01,TV-14,195 min,"Comedies, International Movies, Romantic Movies","hailing from different classes, a young man and his wife try to find their version of happily married when both yearn to leave their old lives behind.",195.0,min,2020.0,195.0,Long Movie,Licensed,195.0
s2492,Movie,The School Of Mischief,Houssam El-Din Mustafa,"Suhair El-Babili, Adel Emam, Saeed Saleh, Younes Shalabi, Hadi El-Gayyar, Ahmad Zaki, Hassan Moustafa",Egypt,2020-05-21,1973-01-01,TV-14,253 min,"Comedies, Dramas, International Movies",a high school teacher volunteers to transform five notorious misfits into model students — and has unintended results.,253.0,min,2020.0,253.0,Long Movie,Licensed,253.0
s2493,Movie,The Witness Who Didn'T See Anything,"Muhammad Fadl, Hany Motawie","Adel Imam, Nahed Gabr, Omar El-Hariri, Nazim Sharawy, Badr Nofal, Saeed Tarabeek, Hala Fakher, Samir Waley Eldein, Sami Gawhar, Shawqi Shamekh, Nasr Seif",Egypt,2020-05-21,1976-01-01,TV-PG,157 min,"Comedies, International Movies","pressured by cops into testifying as an eyewitness to a neighbor's murder, a children's tv host takes on a new persona after the trial.",157.0,min,2020.0,157.0,Long Movie,Licensed,157.0
s2494,Movie,Anchor Baby,Lonzo Nzekwe,"Omoni Oboli, Sam Sarpong, Terri Oliver, Colin Paradine, Mark Cassius","Canada, Nigeria",2020-05-20,2010-01-01,TV-MA,97 min,"Dramas, International Movies",a nigerian couple living in the u.s. face agonizing fallout when they defy deportation orders with the hopes of giving their unborn child citizenship.,97.0,min,2020.0,97.0,Medium Movie,Licensed,97.0
s2495,Movie,Ben Platt Live From Radio City Music Hall,"Alex Timbers, Sam Wrench",Ben Platt,United States,2020-05-20,2020-01-01,TV-PG,85 min,Music & Musicals,"backed by a full band and a ready wit, actor ben platt opens up a very personal songbook onstage —numbers from his debut lp, ""sing to me instead.”",85.0,min,2020.0,85.0,Medium Movie,Original,85.0
s2496,Tv Show,Especial 20 Años Fútbol De Primera,Unknown,Unknown,Unknown,2020-05-20,2020-01-01,TV-14,1 season,"Docuseries, International Tv Shows, Spanish-Language Tv Shows","revisit the emotional bouts and memorable highlights from the past two decades in this special celebrating esteemed tv show ""fútbol de primera.""",1.0,season,2020.0,1.0,Single Season Show,Original,1.0
s2497,Movie,Honeytrap,Rebecca Johnson,"Jessica Sula, Lucien Laviscount, Ntonga Mwanza, Naomi Ryan, Danielle Vitalis, Lauren Johns, Tosin Cole, Savannah Gordon-Liburd, Modupe Adeyeye",United Kingdom,2020-05-20,2014-01-01,TV-MA,94 min,"Dramas, Independent Movies","new to london, a naive and desperate teenager tries to fit in but instead becomes tragically implicated in a merciless world of gang violence.",94.0,min,2020.0,94.0,Medium Movie,Licensed,94.0
s2498,Movie,I Will Follow,Ava Duvernay,"Salli Richardson-Whitfield, Michole Briana White, Omari Hardwick, Tracie Thoms, Dijon Talton, Damone Roberts, Blair Underwood, Beverly Todd",United States,2020-05-20,2010-01-01,TV-14,80 min,"Dramas, Independent Movies, Romantic Movies","devastated after her aunt dies, maye moves out of the home they shared and copes with her grief, yet finds comfort in the kindness of other mourners.",80.0,min,2020.0,80.0,Medium Movie,Licensed,80.0
s2499,Movie,Mutiny Of The Worker Bees,Carlos Morett,"Gustavo Egelhaaf, Alejandro Suárez, Bárbara De Regil, Mauricio Argüelles, César Rodríguez, Fernando Becerril, Anna Carreiro, Carlos Macías, José Sefami, Raquel Garza",Mexico,2020-05-20,2020-01-01,TV-MA,94 min,"Comedies, International Movies","when omar's grandfather forces him to get a job at a tech company in mexico city, he meets a quirky ensemble of nine-to-fivers ... and some nemeses.",94.0,min,2020.0,94.0,Medium Movie,Original,94.0
s2500,Tv Show,The Queen And The Conqueror,Unknown,"Essined Aponte, Emmanuel Esparza, Kepa Amuchastegui, Manuel Navarro, Aroha Hafez, Ilenia Antonini, Alejandro Rodríguez, Cristina Warner, Juliette Arrieta, Fernando Campo, Camilo Jiménez, Jairo Camargo, Adelaida Buscato",Colombia,2020-05-20,2020-01-01,TV-14,1 season,"International Tv Shows, Spanish-Language Tv Shows, Tv Dramas","years after spanish conquistador pedro de heredia betrayed her people and broke her heart, indigenous woman catalina reenters his life to get revenge.",1.0,season,2020.0,1.0,Single Season Show,Original,1.0
s2501,Movie,What Are The Odds?,Megha Ramaswamy,"Yashaswini Dayama, Karanvir Malhotra, Abhay Deol, Priyanka Bose, Monica Dogra, Sulabha Arya, Manu Rishi Chadha, Ananya Melkote",India,2020-05-20,2020-01-01,TV-MA,92 min,"Comedies, Dramas, Independent Movies","when two unlikely friends play hooky from school, accidental encounters and otherworldly events turn their day into a whimsical coming-of-age journey.",92.0,min,2020.0,92.0,Medium Movie,Original,92.0
